batter,total_runs,balls_played,innings,strike_rate,dismissals,average,boundary_runs,boundary_percent,dot_balls,dot_ball_percent,consistency_score,total_50s,total_100s,best_batting,total_wickets,best_bowling,best_batting_runs,best_batting_balls,best_bowling_wickets,best_bowling_runs
UT Khawaja,127,105,6,120.95238095238096,5.0,25.4,74.0,58.26771653543307,43.0,40.95238095238095,7.626707459098367,0.0,0.0,30,0.0,0.0,30,27,0.0,0.0
TK Curran,127,108,10,117.59259259259258,5.0,25.4,58.0,45.66929133858268,37.0,34.25925925925926,16.391393405619237,1.0,0.0,54,13.0,3.0,54,36,3.0,29.0
P Dogra,127,141,12,90.0709219858156,12.0,10.583333333333334,46.0,36.22047244094488,63.0,44.680851063829785,12.731195282978472,0.0,0.0,41,0.0,0.0,41,30,0.0,0.0
P Nissanka,127,86,4,147.67441860465115,4.0,31.75,92.0,72.44094488188976,33.0,38.372093023255815,20.54872258803452,0.0,0.0,44,0.0,0.0,44,30,0.0,0.0
SS Prabhudessai,126,113,10,111.50442477876106,9.0,14.0,68.0,53.96825396825397,56.0,49.55752212389381,10.57460269807912,0.0,0.0,34,0.0,0.0,34,18,0.0,0.0
M Morkel,126,93,20,135.48387096774192,11.0,11.454545454545457,74.0,58.730158730158735,35.0,37.634408602150536,6.806343790132385,0.0,0.0,23,88.0,4.0,23,9,4.0,20.0
BB Samantray,125,116,8,107.7586206896552,5.0,25.0,64.0,51.2,48.0,41.37931034482759,19.89211976063457,1.0,0.0,55,0.0,0.0,55,48,0.0,0.0
MM Sharma,125,140,30,89.28571428571429,17.0,7.352941176470588,60.0,48.0,71.0,50.71428571428571,5.439848713244561,0.0,0.0,21,149.0,5.0,21,7,5.0,11.0
MC Juneja,125,134,7,93.28358208955224,7.0,17.857142857142858,50.0,40.0,54.0,40.298507462686565,14.98252950860403,0.0,0.0,49,0.0,0.0,49,42,0.0,0.0
B Lee,124,102,19,121.5686274509804,10.0,12.4,80.0,64.51612903225806,46.0,45.09803921568628,6.915107623912472,0.0,0.0,25,30.0,3.0,25,12,3.0,16.0
Harpreet Singh,123,119,8,103.36134453781514,6.0,20.5,58.0,47.15447154471545,49.0,41.17647058823529,12.034919431150575,0.0,0.0,41,0.0,0.0,41,28,0.0,0.0
DL Chahar,123,91,17,135.16483516483518,8.0,15.375,72.0,58.53658536585365,35.0,38.46153846153847,10.87732395723269,0.0,0.0,39,92.0,5.0,39,21,5.0,13.0
AB McDonald,123,103,9,119.41747572815532,5.0,24.6,60.0,48.78048780487805,38.0,36.89320388349515,11.434596626029272,0.0,0.0,33,14.0,4.0,33,31,4.0,42.0
DL Vettori,121,118,16,102.54237288135592,7.0,17.285714285714285,56.0,46.28099173553719,46.0,38.983050847457626,9.01826849603995,0.0,0.0,29,34.0,5.0,29,28,5.0,15.0
NK Patel,121,124,6,97.58064516129032,5.0,24.2,62.0,51.2396694214876,61.0,49.193548387096776,22.981876917838253,1.0,0.0,57,0.0,0.0,57,40,0.0,0.0
AC Blizzard,120,91,7,131.86813186813183,7.0,17.142857142857142,96.0,80.0,48.0,52.74725274725275,19.4715910275164,1.0,0.0,51,0.0,0.0,51,30,0.0,0.0
TG Southee,120,108,19,111.11111111111111,11.0,10.909090909090908,56.0,46.66666666666666,47.0,43.51851851851852,9.469557255747656,0.0,0.0,36,57.0,5.0,36,26,5.0,31.0
C Connolly,119,81,3,146.9135802469136,2.0,59.5,78.0,65.54621848739495,26.0,32.098765432098766,30.6648550189518,1.0,0.0,72,0.0,0.0,72,46,0.0,0.0
MW Short,119,107,7,111.21495327102804,7.0,17.0,84.0,70.58823529411765,58.0,54.20560747663551,14.98888477061141,0.0,0.0,36,0.0,0.0,36,27,0.0,1.0
Arshad Khan,119,90,10,132.22222222222223,6.0,19.83333333333333,74.0,62.18487394957983,39.0,43.333333333333336,18.19920633190116,1.0,0.0,58,12.0,3.0,58,34,3.0,40.0
RJ Harris,117,112,21,104.46428571428572,12.0,9.75,42.0,35.8974358974359,46.0,41.07142857142857,5.626468062394281,0.0,0.0,17,47.0,4.0,17,25,4.0,34.0
Misbah-ul-Haq,117,82,8,142.6829268292683,9.0,13.0,76.0,64.95726495726495,31.0,37.80487804878049,17.663016244603945,0.0,0.0,47,0.0,0.0,47,25,0.0,0.0
Z Khan,117,141,27,82.97872340425532,15.0,7.8,56.0,47.86324786324786,74.0,52.4822695035461,6.4031242374328485,0.0,0.0,23,119.0,4.0,23,9,4.0,17.0
KK Cooper,116,70,12,165.71428571428572,9.0,12.88888888888889,84.0,72.41379310344827,29.0,41.42857142857143,9.920899274977163,0.0,0.0,32,36.0,4.0,32,17,4.0,27.0
DJM Short,115,102,7,112.74509803921568,7.0,16.428571428571427,74.0,64.34782608695652,48.0,47.05882352941176,19.042558851662967,0.0,0.0,44,1.0,1.0,44,43,1.0,10.0
Aman Hakim Khan,115,109,10,105.50458715596328,9.0,12.77777777777778,68.0,59.130434782608695,55.0,50.45871559633027,15.027752105133134,1.0,0.0,51,0.0,0.0,51,44,0.0,13.0
M Kartik,113,109,14,103.6697247706422,7.0,16.142857142857142,34.0,30.08849557522124,32.0,29.357798165137616,6.509924798269245,0.0,0.0,21,39.0,4.0,21,20,4.0,17.0
Mohammed Siraj,112,127,21,88.18897637795276,10.0,11.2,64.0,57.14285714285714,71.0,55.90551181102362,4.892170615721954,0.0,0.0,14,116.0,4.0,14,13,4.0,17.0
MA Starc,111,120,21,92.5,10.0,11.1,44.0,39.63963963963964,51.0,42.5,7.107340270050796,0.0,0.0,29,78.0,6.0,29,23,6.0,35.0
DJ Harris,111,103,4,107.76699029126212,3.0,37.0,74.0,66.66666666666666,52.0,50.48543689320388,14.314910641239315,0.0,0.0,47,0.0,0.0,47,42,0.0,11.0
GD Phillips,107,86,11,124.4186046511628,9.0,11.88888888888889,68.0,63.55140186915887,40.0,46.51162790697674,8.832790149108142,0.0,0.0,25,2.0,1.0,25,7,1.0,10.0
LJ Wright,106,63,5,168.25396825396825,4.0,26.5,82.0,77.35849056603774,22.0,34.92063492063492,17.739785793520735,0.0,0.0,44,2.0,1.0,44,24,1.0,12.0
JDP Oram,106,110,11,96.36363636363636,8.0,13.25,54.0,50.943396226415096,50.0,45.45454545454545,11.621297064206969,0.0,0.0,41,13.0,3.0,41,29,3.0,32.0
DS Kulkarni,104,113,20,92.03539823008848,9.0,11.555555555555555,40.0,38.46153846153847,50.0,44.24778761061947,6.06630035524124,0.0,0.0,28,91.0,4.0,28,19,4.0,15.0
RJ Quiney,103,105,7,98.09523809523807,7.0,14.714285714285714,66.0,64.07766990291263,57.0,54.285714285714285,18.29129379162197,1.0,0.0,51,0.0,0.0,51,40,0.0,0.0
J Overton,102,66,5,154.54545454545453,2.0,51.0,62.0,60.78431372549019,19.0,28.78787878787879,18.18790807102345,0.0,0.0,43,5.0,4.0,43,37,4.0,19.0
SD Chitnis,99,92,8,107.6086956521739,7.0,14.142857142857142,52.0,52.52525252525253,38.0,41.30434782608695,11.00568035152757,0.0,0.0,38,2.0,2.0,38,33,2.0,41.0
MS Gony,99,76,15,130.26315789473685,9.0,11.0,72.0,72.72727272727273,39.0,51.31578947368421,10.821935395957867,0.0,0.0,42,39.0,3.0,42,19,3.0,14.0
Azmatullah Omarzai,99,77,9,128.57142857142858,8.0,12.375,62.0,62.62626262626263,30.0,38.961038961038966,8.015609770940697,0.0,0.0,21,12.0,2.0,21,11,2.0,27.0
CJ Ferguson,98,119,8,82.35294117647058,6.0,16.333333333333332,36.0,36.734693877551024,58.0,48.739495798319325,6.135377506140689,0.0,0.0,23,0.0,0.0,23,26,0.0,0.0
MJ Clarke,98,96,6,102.08333333333331,6.0,16.333333333333332,48.0,48.97959183673469,43.0,44.79166666666667,13.201010062365178,0.0,0.0,41,3.0,1.0,41,31,1.0,10.0
Mohammed Shami,98,103,30,95.14563106796116,16.0,6.125,50.0,51.02040816326531,50.0,48.54368932038835,4.48701831212369,0.0,0.0,21,154.0,4.0,21,9,4.0,11.0
PN Mankad,97,75,5,129.33333333333331,3.0,32.333333333333336,64.0,65.97938144329896,32.0,42.66666666666667,26.996296042235127,1.0,0.0,64,0.0,0.0,64,47,0.0,0.0
PHKD Mendis,92,72,5,127.77777777777776,4.0,23.0,40.0,43.47826086956522,25.0,34.72222222222222,16.47118696390761,0.0,0.0,32,2.0,1.0,32,25,1.0,4.0
PR Shah,92,97,9,94.84536082474226,8.0,11.5,48.0,52.17391304347826,50.0,51.546391752577314,9.202958461519016,0.0,0.0,29,0.0,0.0,29,19,0.0,0.0
JDS Neesham,92,93,10,98.9247311827957,8.0,11.5,36.0,39.130434782608695,40.0,43.01075268817204,7.330302403948512,0.0,0.0,22,8.0,3.0,22,15,3.0,12.0
DJ Jacobs,92,101,7,91.0891089108911,7.0,13.142857142857142,64.0,69.56521739130434,62.0,61.38613861386138,11.320020191804304,0.0,0.0,32,0.0,0.0,32,20,0.0,0.0
S Rana,91,82,8,110.97560975609755,5.0,18.2,42.0,46.15384615384615,33.0,40.2439024390244,7.347254103210454,0.0,0.0,19,0.0,0.0,19,12,0.0,2.0
RT Ponting,91,129,9,70.54263565891473,8.0,11.375,32.0,35.16483516483517,69.0,53.48837209302325,10.4456264106616,0.0,0.0,28,0.0,0.0,28,34,0.0,0.0
AJ Tye,91,79,13,115.18987341772151,8.0,11.375,54.0,59.34065934065934,39.0,49.36708860759494,8.286535263104035,0.0,0.0,25,48.0,5.0,25,12,5.0,18.0
AD Nath,90,99,10,90.9090909090909,10.0,9.0,40.0,44.44444444444444,45.0,45.45454545454545,7.944250191875324,0.0,0.0,24,0.0,0.0,24,20,0.0,0.0
Iqbal Abdulla,88,86,13,102.32558139534883,1.0,88.0,42.0,47.72727272727273,36.0,41.86046511627907,9.705272159620652,0.0,0.0,33,45.0,3.0,33,25,3.0,19.0
MD Choudhary,88,57,4,154.38596491228068,2.0,44.0,68.0,77.27272727272727,25.0,43.85964912280701,22.39047416499556,1.0,0.0,54,0.0,0.0,54,27,0.0,0.0
SL Malinga,88,103,20,85.43689320388349,12.0,7.333333333333333,54.0,61.36363636363637,59.0,57.28155339805825,5.123732192352306,0.0,0.0,17,188.0,5.0,17,17,5.0,13.0
AP Majumdar,87,77,4,112.987012987013,4.0,21.75,40.0,45.97701149425287,28.0,36.36363636363637,10.626225419530051,0.0,0.0,31,0.0,0.0,31,27,0.0,0.0
Ankit Sharma,87,69,10,126.08695652173914,7.0,12.428571428571429,52.0,59.77011494252874,29.0,42.028985507246375,10.904127658827184,0.0,0.0,30,12.0,2.0,30,27,2.0,21.0
TA Boult,86,88,25,97.72727272727272,9.0,9.555555555555555,38.0,44.18604651162791,41.0,46.590909090909086,4.975607165629806,0.0,0.0,17,152.0,4.0,17,9,4.0,18.0
MJ McClenaghan,85,73,20,116.43835616438356,11.0,7.727272727272727,62.0,72.94117647058823,39.0,53.42465753424658,5.80267633351878,0.0,0.0,20,75.0,4.0,20,8,4.0,26.0
RE Levi,83,74,6,112.16216216216218,6.0,13.833333333333334,64.0,77.10843373493977,41.0,55.4054054054054,20.98968000391304,1.0,0.0,50,0.0,0.0,50,36,0.0,0.0
NM Coulter-Nile,82,75,16,109.33333333333331,10.0,8.2,52.0,63.41463414634146,39.0,52.0,5.58420391222718,0.0,0.0,24,52.0,4.0,24,12,4.0,14.0
PWH de Silva,81,95,19,85.26315789473684,16.0,5.0625,34.0,41.9753086419753,48.0,50.526315789473685,4.805576682507729,0.0,0.0,18,47.0,5.0,18,16,5.0,19.0
WPUJC Vaas,81,73,11,110.95890410958904,7.0,11.571428571428571,26.0,32.098765432098766,24.0,32.87671232876712,6.830413271138537,0.0,0.0,20,22.0,3.0,20,15,3.0,21.0
CJ Jordan,81,81,12,100.0,9.0,9.0,30.0,37.03703703703704,38.0,46.913580246913575,8.01277389263827,0.0,0.0,30,36.0,4.0,30,18,4.0,12.0
FH Allen,81,44,5,184.0909090909091,5.0,16.2,76.0,93.82716049382717,22.0,50.0,15.482247898803326,0.0,0.0,37,0.0,0.0,37,18,0.0,0.0
Shahid Afridi,81,46,9,176.08695652173913,8.0,10.125,64.0,79.01234567901234,20.0,43.47826086956522,11.379806676741042,0.0,0.0,33,9.0,3.0,33,14,3.0,28.0
LA Carseldine,81,71,5,114.08450704225352,3.0,27.0,44.0,54.32098765432099,31.0,43.66197183098591,13.141537200799608,0.0,0.0,39,1.0,1.0,39,34,1.0,6.0
RV Patel,80,76,7,105.26315789473684,5.0,16.0,36.0,45.0,29.0,38.15789473684211,6.704653678780207,0.0,0.0,23,0.0,0.0,23,14,0.0,22.0
D Ferreira,79,62,5,127.41935483870968,5.0,15.8,50.0,63.29113924050633,27.0,43.54838709677419,29.852973051272464,1.0,0.0,69,0.0,0.0,69,45,0.0,0.0
AD Mascarenhas,79,79,11,100.0,10.0,7.9,26.0,32.91139240506329,29.0,36.70886075949368,7.373170034906042,0.0,0.0,27,19.0,5.0,27,28,5.0,29.0
JR Philippe,78,80,5,97.5,4.0,19.5,42.0,53.84615384615385,38.0,47.5,16.133815419794537,0.0,0.0,33,0.0,0.0,33,24,0.0,0.0
CR Woakes,78,77,12,101.29870129870127,5.0,15.6,40.0,51.28205128205128,33.0,42.85714285714285,5.885266658050732,0.0,0.0,18,31.0,3.0,18,21,3.0,6.0
B Akhil,76,57,11,133.33333333333331,7.0,10.857142857142858,50.0,65.78947368421053,26.0,45.614035087719294,7.751832627895747,0.0,0.0,27,7.0,2.0,27,7,2.0,18.0
IR Jaggi,76,100,7,76.0,5.0,15.2,24.0,31.57894736842105,51.0,51.0,11.036735197037382,0.0,0.0,28,0.0,0.0,28,32,0.0,0.0
TR Birt,75,59,5,127.1186440677966,5.0,15.0,48.0,64.0,27.0,45.76271186440678,9.219544457292889,0.0,0.0,27,0.0,0.0,27,15,0.0,0.0
JJ Bumrah,73,83,28,87.95180722891565,8.0,9.125,30.0,41.0958904109589,38.0,45.78313253012048,3.5521437003202547,0.0,0.0,16,204.0,5.0,16,11,5.0,10.0
M Klinger,73,78,4,93.5897435897436,4.0,18.25,36.0,49.31506849315068,36.0,46.15384615384615,11.729592206608606,0.0,0.0,29,0.0,0.0,29,26,0.0,0.0
RR Sarwan,73,78,4,93.5897435897436,3.0,24.33333333333333,30.0,41.0958904109589,34.0,43.58974358974359,10.045728777279756,0.0,0.0,31,0.0,0.0,31,32,0.0,0.0
LH Ferguson,72,49,8,146.9387755102041,4.0,18.0,40.0,55.55555555555556,14.0,28.57142857142857,9.680613912055666,0.0,0.0,24,63.0,5.0,24,13,5.0,18.0
SK Rasheed,71,67,5,105.97014925373134,5.0,14.2,48.0,67.6056338028169,38.0,56.71641791044776,9.984988733093292,0.0,0.0,27,0.0,0.0,27,21,0.0,0.0
J Suchith,70,62,9,112.90322580645164,4.0,17.5,42.0,60.0,30.0,48.38709677419355,10.871726838200289,0.0,0.0,34,20.0,2.0,34,21,2.0,12.0
Vivrant Sharma,69,49,1,140.81632653061226,1.0,69.0,48.0,69.56521739130434,18.0,36.734693877551024,0.0,1.0,0.0,69,0.0,0.0,69,49,0.0,18.0
AA Bilakhia,69,88,7,78.4090909090909,5.0,13.8,20.0,28.98550724637681,43.0,48.86363636363637,7.581305327988741,0.0,0.0,22,0.0,0.0,22,28,0.0,0.0
Urvil Patel,68,34,3,200.0,3.0,22.666666666666668,56.0,82.35294117647058,13.0,38.23529411764706,19.857828011475306,0.0,0.0,37,0.0,0.0,37,20,0.0,0.0
RR Powar,67,64,9,104.6875,3.0,22.33333333333333,30.0,44.776119402985074,27.0,42.1875,8.33833183423266,0.0,0.0,28,15.0,2.0,28,21,2.0,11.0
JG Bethell,67,39,2,171.7948717948718,2.0,33.5,54.0,80.59701492537313,14.0,35.8974358974359,30.405591591021544,1.0,0.0,55,0.0,0.0,55,33,0.0,0.0
Avesh Khan,67,44,15,152.27272727272728,2.0,33.5,52.0,77.61194029850746,21.0,47.72727272727273,5.208052373374285,0.0,0.0,19,97.0,4.0,19,10,4.0,24.0
HR Shokeen,66,67,5,98.50746268656717,3.0,22.0,36.0,54.54545454545454,33.0,49.25373134328358,10.329569206893384,0.0,0.0,25,5.0,2.0,25,25,2.0,34.0
R Sharma,66,77,19,85.71428571428571,11.0,6.0,38.0,57.57575757575758,48.0,62.33766233766234,5.09213359618574,0.0,0.0,14,42.0,3.0,14,8,3.0,13.0
WD Parnell,65,86,13,75.5813953488372,10.0,6.5,22.0,33.84615384615385,43.0,50.0,4.881939505292269,0.0,0.0,16,40.0,4.0,16,17,4.0,36.0
KA Jamieson,65,60,9,108.33333333333331,3.0,21.666666666666668,38.0,58.46153846153847,30.0,50.0,6.553201083779166,0.0,0.0,16,14.0,3.0,16,13,3.0,41.0
Mohammad Hafeez,64,84,8,76.19047619047619,8.0,8.0,40.0,62.5,51.0,60.71428571428571,5.18238775634773,0.0,0.0,16,2.0,1.0,16,24,1.0,11.0
Anirudh Singh,63,69,4,91.30434782608695,4.0,15.75,30.0,47.61904761904761,34.0,49.275362318840585,17.173137938847013,0.0,0.0,40,0.0,0.0,40,42,0.0,0.0
A Flintoff,62,57,3,108.7719298245614,2.0,31.0,32.0,51.61290322580645,24.0,42.10526315789473,4.163331998932266,0.0,0.0,24,2.0,1.0,24,25,1.0,11.0
SP Jackson,61,57,8,107.01754385964912,6.0,10.166666666666666,26.0,42.62295081967213,20.0,35.08771929824561,5.097268175909804,0.0,0.0,16,0.0,0.0,16,17,0.0,0.0
Sandeep Sharma,60,79,26,75.9493670886076,5.0,12.0,16.0,26.666666666666668,34.0,43.03797468354431,2.753459362608873,0.0,0.0,9,169.0,5.0,9,6,5.0,18.0
S Aravind,59,59,10,100.0,3.0,19.666666666666668,28.0,47.45762711864407,26.0,44.06779661016949,4.653553003411002,0.0,0.0,14,48.0,4.0,14,8,4.0,14.0
Harshit Rana,59,57,10,103.50877192982458,7.0,8.428571428571429,38.0,64.40677966101694,33.0,57.89473684210527,10.34354334301785,0.0,0.0,34,42.0,3.0,34,22,3.0,24.0
C Bosch,58,36,3,161.11111111111111,2.0,29.0,38.0,65.51724137931035,12.0,33.33333333333333,8.020806277010642,0.0,0.0,27,2.0,1.0,27,22,1.0,26.0
MG Bracewell,58,49,4,118.36734693877553,2.0,29.0,30.0,51.72413793103448,17.0,34.69387755102041,9.882644720249065,0.0,0.0,26,6.0,2.0,26,17,2.0,13.0
I Sharma,57,71,21,80.28169014084507,7.0,8.142857142857142,28.0,49.122807017543856,39.0,54.929577464788736,2.93501034313096,0.0,0.0,10,100.0,5.0,10,3,5.0,13.0
WA Mota,56,76,8,73.68421052631578,5.0,11.2,8.0,14.285714285714285,30.0,39.47368421052632,8.053393251117374,0.0,0.0,25,4.0,1.0,25,27,1.0,7.0
Vishnu Vinod,56,58,6,96.55172413793105,6.0,9.333333333333334,30.0,53.57142857142857,27.0,46.55172413793103,10.44349877515513,0.0,0.0,30,0.0,0.0,30,20,0.0,0.0
M Rawat,55,70,11,78.57142857142857,5.0,11.0,22.0,40.0,34.0,48.57142857142857,6.403124237432849,0.0,0.0,23,0.0,0.0,23,19,0.0,0.0
DJ Willey,53,64,5,82.8125,3.0,17.666666666666668,28.0,52.83018867924528,36.0,56.25,8.648699324175862,0.0,0.0,20,7.0,2.0,20,20,2.0,16.0
A Chopra,53,75,6,70.66666666666667,5.0,10.6,28.0,52.83018867924528,45.0,60.0,9.020347369512256,0.0,0.0,24,0.0,0.0,24,25,0.0,0.0
TU Deshpande,53,35,9,151.42857142857142,3.0,17.666666666666668,32.0,60.37735849056604,13.0,37.142857142857146,9.545214042184236,0.0,0.0,25,59.0,4.0,25,11,4.0,27.0
PVD Chameera,53,46,10,115.21739130434784,3.0,17.666666666666668,30.0,56.60377358490566,20.0,43.47826086956522,6.395310782127793,0.0,0.0,17,15.0,3.0,17,10,3.0,48.0
RP Singh,52,78,28,66.66666666666666,15.0,3.466666666666667,14.0,26.923076923076923,41.0,52.56410256410257,2.155342813916767,0.0,0.0,10,100.0,5.0,10,4,5.0,22.0
Shoaib Malik,52,49,5,106.12244897959184,4.0,13.0,20.0,38.46153846153847,16.0,32.6530612244898,10.4546640309481,0.0,0.0,24,2.0,1.0,24,22,1.0,6.0
OF Smith,51,50,6,102.0,3.0,17.0,34.0,66.66666666666666,29.0,57.99999999999999,9.50263121456368,0.0,0.0,25,7.0,4.0,25,9,4.0,30.0
Swapnil Singh,51,46,9,110.86956521739133,5.0,10.2,30.0,58.82352941176471,21.0,45.65217391304348,5.809475019311125,0.0,0.0,15,7.0,2.0,15,9,2.0,28.0
Shivam Mavi,51,58,11,87.93103448275862,9.0,5.666666666666667,28.0,54.90196078431373,32.0,55.172413793103445,6.004543734085502,0.0,0.0,20,33.0,4.0,20,14,4.0,21.0
R Rampaul,51,52,7,98.07692307692308,5.0,10.2,24.0,47.05882352941176,26.0,50.0,8.938946353165003,0.0,0.0,23,17.0,3.0,23,18,3.0,31.0
KB Arun Karthik,51,53,8,96.22641509433964,5.0,10.2,22.0,43.13725490196079,24.0,45.28301886792453,6.2777953363991,0.0,0.0,19,0.0,0.0,19,20,0.0,0.0
RV Gomez,50,53,9,94.33962264150944,7.0,7.142857142857143,26.0,52.0,27.0,50.943396226415096,8.42779791984702,0.0,0.0,26,6.0,2.0,26,19,2.0,14.0
VR Aaron,50,73,12,68.4931506849315,4.0,12.5,20.0,40.0,43.0,58.9041095890411,5.339958006871544,0.0,0.0,17,46.0,3.0,17,11,3.0,16.0
AG Paunikar,49,61,5,80.32786885245902,5.0,9.8,36.0,73.46938775510205,41.0,67.21311475409836,7.918333157931662,0.0,0.0,20,0.0,0.0,20,19,0.0,0.0
SB Bangar,49,58,7,84.48275862068965,6.0,8.166666666666666,22.0,44.89795918367347,28.0,48.27586206896552,6.2182527020592095,0.0,0.0,17,6.0,2.0,17,7,2.0,31.0
PR Veer,49,36,2,136.11111111111111,1.0,49.0,34.0,69.38775510204081,13.0,36.11111111111111,26.16295090390226,0.0,0.0,43,0.0,0.0,43,29,0.0,0.0
AS Yadav,49,40,6,122.5,7.0,7.0,32.0,65.3061224489796,18.0,45.0,5.879342366852494,0.0,0.0,16,0.0,0.0,16,10,0.0,0.0
A Nortje,49,52,14,94.23076923076924,6.0,8.166666666666666,24.0,48.97959183673469,26.0,50.0,5.8671182809857285,0.0,0.0,23,63.0,4.0,23,14,4.0,34.0
T Kohler-Cadmore,48,54,3,88.88888888888889,3.0,16.0,34.0,70.83333333333334,33.0,61.11111111111112,5.291502622129181,0.0,0.0,20,0.0,0.0,20,15,0.0,0.0
M Markande,48,44,10,109.09090909090908,3.0,16.0,26.0,54.16666666666666,20.0,45.45454545454545,5.223876806442595,0.0,0.0,18,37.0,4.0,18,9,4.0,15.0
Yashpal Singh,47,67,4,70.1492537313433,4.0,11.75,20.0,42.5531914893617,39.0,58.2089552238806,6.238322424070967,0.0,0.0,20,0.0,0.0,20,18,0.0,0.0
Ravi Bishnoi,45,69,17,65.21739130434783,10.0,4.5,20.0,44.44444444444444,44.0,63.76811594202898,3.23923556704719,0.0,0.0,13,87.0,5.0,13,14,5.0,41.0
DR Sams,44,48,13,91.66666666666666,10.0,4.4,22.0,50.0,26.0,54.16666666666666,4.233565509482158,0.0,0.0,15,15.0,4.0,15,12,4.0,30.0
D Pretorius,44,28,5,157.14285714285714,4.0,11.0,30.0,68.18181818181817,10.0,35.714285714285715,9.093954035511723,0.0,0.0,22,7.0,2.0,22,14,2.0,31.0
Sunny Singh,43,31,5,138.70967741935485,4.0,10.75,30.0,69.76744186046511,12.0,38.70967741935484,7.402702209328699,0.0,0.0,20,0.0,0.0,20,11,0.0,0.0
AB Barath,42,43,3,97.67441860465117,2.0,21.0,26.0,61.90476190476191,22.0,51.16279069767442,16.64331697709324,0.0,0.0,33,0.0,0.0,33,28,0.0,0.0
A Kamboj,42,38,8,110.5263157894737,2.0,21.0,22.0,52.38095238095239,15.0,39.47368421052632,5.946187253790689,0.0,0.0,19,20.0,3.0,19,13,3.0,13.0
SK Trivedi,42,61,14,68.85245901639344,8.0,5.25,18.0,42.85714285714285,37.0,60.65573770491803,2.8554940297339364,0.0,0.0,9,73.0,4.0,9,7,4.0,16.0
S Arora,42,30,4,140.0,4.0,10.5,32.0,76.19047619047619,14.0,46.66666666666666,9.9498743710662,0.0,0.0,24,0.0,0.0,24,15,0.0,0.0
A Nehra,41,63,17,65.07936507936508,8.0,5.125,18.0,43.90243902439025,37.0,58.730158730158735,5.4778967625518895,0.0,0.0,22,121.0,5.0,22,16,5.0,29.0
Rasikh Salam,40,40,6,100.0,5.0,8.0,20.0,50.0,19.0,47.5,3.265986323710904,0.0,0.0,10,12.0,3.0,10,12,3.0,35.0
BR Dunk,40,36,3,111.11111111111111,3.0,13.333333333333334,28.0,70.0,20.0,55.55555555555556,7.637626158259733,0.0,0.0,20,0.0,0.0,20,18,0.0,0.0
J Yadav,40,38,4,105.26315789473684,2.0,20.0,14.0,35.0,14.0,36.84210526315789,9.591663046625438,0.0,0.0,23,9.0,2.0,23,22,2.0,31.0
LPC Silva,40,27,3,148.14814814814815,2.0,20.0,26.0,65.0,10.0,37.03703703703704,11.930353445448857,0.0,0.0,23,0.0,0.0,23,10,0.0,21.0
AUK Pathan,39,26,7,150.0,5.0,7.8,32.0,82.05128205128204,14.0,53.84615384615385,5.652643713553946,0.0,0.0,14,0.0,0.0,14,6,0.0,14.0
DJ Thornely,39,54,4,72.22222222222221,3.0,13.0,20.0,51.28205128205128,31.0,57.407407407407405,13.961255912942311,0.0,0.0,30,3.0,2.0,30,24,2.0,7.0
MM Patel,39,41,12,95.1219512195122,5.0,7.8,20.0,51.28205128205128,18.0,43.90243902439025,6.5383484153110105,0.0,0.0,23,82.0,5.0,23,10,5.0,25.0
Umar Gul,39,19,4,205.26315789473685,3.0,13.0,34.0,87.17948717948718,8.0,42.10526315789473,9.742518497116988,0.0,0.0,24,14.0,4.0,24,11,4.0,24.0
S Nadeem,39,88,20,44.31818181818182,16.0,2.4375,8.0,20.51282051282051,58.0,65.9090909090909,2.01246117974981,0.0,0.0,6,54.0,3.0,6,5,3.0,16.0
S Narwal,37,29,4,127.58620689655172,4.0,9.25,24.0,64.86486486486487,12.0,41.37931034482759,10.563301251660551,0.0,0.0,23,6.0,4.0,23,16,4.0,36.0
YS Chahal,37,89,17,41.57303370786517,6.0,6.166666666666667,0.0,0.0,57.0,64.04494382022472,2.186186580488016,0.0,0.0,8,233.0,5.0,8,21,5.0,40.0
Anureet Singh,36,47,8,76.59574468085107,4.0,9.0,14.0,38.88888888888889,22.0,46.80851063829788,5.8064004094004495,0.0,0.0,15,21.0,3.0,15,12,3.0,23.0
KW Richardson,36,39,4,92.3076923076923,3.0,12.0,14.0,38.88888888888889,17.0,43.58974358974359,11.803954139750516,0.0,0.0,26,21.0,4.0,26,20,4.0,13.0
L Balaji,36,50,13,72.0,7.0,5.142857142857143,14.0,38.88888888888889,29.0,57.99999999999999,4.418782753840816,0.0,0.0,15,85.0,5.0,15,10,5.0,25.0
Sohail Tanvir,36,31,5,116.12903225806453,3.0,12.0,18.0,50.0,11.0,35.483870967741936,3.898717737923585,0.0,0.0,13,24.0,6.0,13,8,6.0,15.0
AN Ahmed,36,27,6,133.33333333333331,1.0,36.0,22.0,61.11111111111112,11.0,40.74074074074074,6.033241251599343,0.0,0.0,18,15.0,3.0,18,13,3.0,32.0
Joginder Sharma,36,30,5,120.0,4.0,9.0,16.0,44.44444444444444,10.0,33.33333333333333,8.19756061276768,0.0,0.0,16,13.0,2.0,16,10,2.0,28.0
A Kumble,35,49,15,71.42857142857143,2.0,17.5,12.0,34.285714285714285,24.0,48.97959183673469,2.410295378065479,0.0,0.0,8,49.0,5.0,8,8,5.0,6.0
