batter,total_runs,balls_played,innings,strike_rate,dismissals,average,boundary_runs,boundary_percent,dot_balls,dot_ball_percent,consistency_score,total_50s,total_100s,best_batting,total_wickets,best_bowling,best_batting_runs,best_batting_balls,best_bowling_wickets,best_bowling_runs
TM Srivastava,8,11,3,72.72727272727273,1.0,8.0,0.0,0.0,5.0,45.45454545454545,3.7859388972001824,0.0,0.0,7,0.0,0.0,7,9,0.0,0.0
JPR Scantlebury-Searles,8,6,2,133.33333333333331,1.0,8.0,6.0,75.0,3.0,50.0,2.8284271247461903,0.0,0.0,6,2.0,1.0,6,1,1.0,24.0
KT Maphaka,8,3,1,266.66666666666663,0.0,inf,8.0,100.0,1.0,33.33333333333333,0.0,0.0,0.0,8,2.0,1.0,8,3,1.0,23.0
SH Johnson,8,11,5,72.72727272727273,0.0,inf,4.0,50.0,6.0,54.54545454545454,1.949358868961793,0.0,0.0,5,5.0,2.0,5,5,2.0,25.0
Jaskaran Singh,8,11,4,72.72727272727273,2.0,4.0,0.0,0.0,5.0,45.45454545454545,1.8257418583505536,0.0,0.0,4,6.0,2.0,4,4,2.0,20.0
CK Langeveldt,8,9,2,88.88888888888889,2.0,4.0,6.0,75.0,6.0,66.66666666666666,5.656854249492381,0.0,0.0,8,13.0,3.0,8,8,3.0,15.0
Akash Madhwal,8,14,2,57.14285714285714,0.0,inf,0.0,0.0,7.0,50.0,0.0,0.0,0.0,4,26.0,6.0,4,5,6.0,6.0
IS Sodhi,7,18,2,38.88888888888889,2.0,3.5,0.0,0.0,11.0,61.11111111111112,3.5355339059327378,0.0,0.0,6,9.0,3.0,6,12,3.0,26.0
Suryansh Shedge,7,12,3,58.333333333333336,3.0,2.333333333333333,0.0,0.0,6.0,50.0,1.5275252316519468,0.0,0.0,4,0.0,0.0,4,4,0.0,40.0
AN Ghosh,7,8,2,87.5,2.0,3.5,4.0,57.14285714285714,5.0,62.5,4.949747468305833,0.0,0.0,7,0.0,0.0,7,7,0.0,0.0
I Malhotra,7,4,1,175.0,0.0,inf,4.0,57.14285714285714,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,7,4,0.0,23.0
Pankaj Singh,7,12,5,58.333333333333336,2.0,3.5,0.0,0.0,6.0,50.0,1.51657508881031,0.0,0.0,4,11.0,2.0,4,3,2.0,19.0
UA Birla,7,15,1,46.66666666666666,1.0,7.0,4.0,57.14285714285714,11.0,73.33333333333333,0.0,0.0,0.0,7,0.0,0.0,7,15,0.0,0.0
V Viyaskanth,7,5,1,140.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0,1.0,7,5,1.0,41.0
VS Malik,7,7,2,100.0,1.0,7.0,4.0,57.14285714285714,3.0,42.85714285714285,3.5355339059327378,0.0,0.0,6,6.0,2.0,6,5,2.0,14.0
MJ Henry,7,10,2,70.0,2.0,3.5,4.0,57.14285714285714,6.0,60.0,2.1213203435596424,0.0,0.0,5,5.0,2.0,5,7,2.0,31.0
Ankit Soni,7,9,3,77.77777777777779,2.0,3.5,6.0,85.71428571428571,7.0,77.77777777777779,4.041451884327381,0.0,0.0,7,4.0,2.0,7,2,2.0,16.0
SS Shaikh,6,7,1,85.71428571428571,0.0,inf,4.0,66.66666666666666,4.0,57.14285714285714,0.0,0.0,0.0,6,0.0,0.0,6,7,0.0,0.0
DA Payne,6,5,1,120.0,0.0,inf,0.0,0.0,1.0,20.0,0.0,0.0,0.0,6,2.0,2.0,6,5,2.0,35.0
DM Bravo,6,5,1,120.0,0.0,inf,4.0,66.66666666666666,2.0,40.0,0.0,0.0,0.0,6,0.0,0.0,6,5,0.0,0.0
R Minz,6,16,2,37.5,2.0,3.0,0.0,0.0,11.0,68.75,0.0,0.0,0.0,3,0.0,0.0,3,10,0.0,0.0
BA Bhatt,6,7,2,85.71428571428571,0.0,inf,6.0,100.0,6.0,85.71428571428571,4.242640687119285,0.0,0.0,6,13.0,4.0,6,2,4.0,22.0
PSP Handscomb,6,12,1,50.0,1.0,6.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,6,0.0,0.0,6,12,0.0,0.0
Mukesh Choudhary,6,6,2,100.0,0.0,inf,4.0,66.66666666666666,3.0,50.0,1.4142135623730951,0.0,0.0,4,17.0,4.0,4,4,4.0,46.0
SB Joshi,6,16,2,37.5,2.0,3.0,0.0,0.0,10.0,62.5,0.0,0.0,0.0,3,1.0,1.0,3,8,1.0,27.0
JP Behrendorff,6,9,2,66.66666666666666,0.0,inf,0.0,0.0,3.0,33.33333333333333,0.0,0.0,0.0,3,22.0,4.0,3,4,4.0,23.0
SJ Srivastava,5,5,4,100.0,1.0,5.0,0.0,0.0,1.0,20.0,1.2583057392117918,0.0,0.0,3,15.0,2.0,3,2,2.0,20.0
KMDN Kulasekara,5,3,1,166.66666666666669,0.0,inf,4.0,80.0,1.0,33.33333333333333,0.0,0.0,0.0,5,6.0,2.0,5,3,2.0,10.0
Shivam Sharma,5,3,2,166.66666666666669,1.0,5.0,4.0,80.0,1.0,33.33333333333333,2.1213203435596424,0.0,0.0,4,4.0,2.0,4,2,2.0,26.0
Fazalhaq Farooqi,5,15,3,33.33333333333333,0.0,inf,0.0,0.0,10.0,66.66666666666666,0.5773502691896257,0.0,0.0,2,6.0,2.0,2,8,2.0,32.0
B Stanlake,5,2,1,250.0,0.0,inf,4.0,80.0,0.0,0.0,0.0,0.0,0.0,5,7.0,2.0,5,2,2.0,21.0
B Laughlin,5,13,4,38.46153846153847,2.0,2.5,0.0,0.0,8.0,61.53846153846154,1.892969448600091,0.0,0.0,4,10.0,2.0,4,8,2.0,15.0
P Awana,5,14,5,35.714285714285715,3.0,1.6666666666666667,0.0,0.0,9.0,64.28571428571429,1.7320508075688772,0.0,0.0,4,43.0,4.0,4,5,4.0,34.0
Prince Yadav,5,11,2,45.45454545454545,0.0,inf,0.0,0.0,6.0,54.54545454545454,2.1213203435596424,0.0,0.0,4,12.0,3.0,4,10,3.0,36.0
Arshad Khan (2),5,4,1,125.0,1.0,5.0,4.0,80.0,2.0,50.0,0.0,0.0,0.0,5,0.0,0.0,5,4,0.0,25.0
Auqib Nabi,4,2,1,200.0,1.0,4.0,4.0,100.0,1.0,50.0,0.0,0.0,0.0,4,0.0,0.0,4,2,0.0,17.0
VRV Singh,4,3,2,133.33333333333331,1.0,4.0,4.0,100.0,2.0,66.66666666666666,2.8284271247461903,0.0,0.0,4,16.0,3.0,4,2,3.0,29.0
DP Nannes,4,13,2,30.76923076923077,1.0,4.0,0.0,0.0,9.0,69.23076923076923,1.4142135623730951,0.0,0.0,3,38.0,4.0,3,11,4.0,27.0
A Dananjaya,4,5,1,80.0,0.0,inf,0.0,0.0,2.0,40.0,0.0,0.0,0.0,4,0.0,0.0,4,5,0.0,47.0
A Uniyal,4,7,2,57.14285714285714,1.0,4.0,0.0,0.0,3.0,42.85714285714285,2.8284271247461903,0.0,0.0,4,3.0,3.0,4,6,3.0,41.0
A Tomar,4,8,1,50.0,1.0,4.0,4.0,100.0,7.0,87.5,0.0,0.0,0.0,4,0.0,0.0,4,8,0.0,0.0
A Chandila,4,7,2,57.14285714285714,1.0,4.0,0.0,0.0,3.0,42.85714285714285,2.8284271247461903,0.0,0.0,4,11.0,4.0,4,6,4.0,13.0
RS Sodhi,4,2,1,200.0,0.0,inf,4.0,100.0,1.0,50.0,0.0,0.0,0.0,4,0.0,0.0,4,2,0.0,0.0
Yash Dayal,4,9,4,44.44444444444444,3.0,1.3333333333333333,0.0,0.0,6.0,66.66666666666666,1.4142135623730951,0.0,0.0,3,45.0,4.0,3,6,4.0,20.0
Liton Das,4,4,1,100.0,1.0,4.0,4.0,100.0,3.0,75.0,0.0,0.0,0.0,4,0.0,0.0,4,4,0.0,0.0
CRD Fernando,4,3,2,133.33333333333331,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,19.0,5.0,2,1,5.0,18.0
GD McGrath,4,5,2,80.0,1.0,4.0,4.0,100.0,4.0,80.0,2.8284271247461903,0.0,0.0,4,14.0,4.0,4,3,4.0,29.0
T Natarajan,4,7,3,57.14285714285714,0.0,inf,0.0,0.0,3.0,42.85714285714285,1.5275252316519468,0.0,0.0,3,82.0,4.0,3,4,4.0,19.0
FH Edwards,4,5,2,80.0,1.0,4.0,0.0,0.0,3.0,60.0,1.4142135623730951,0.0,0.0,3,6.0,2.0,3,2,2.0,19.0
L Ngidi,3,7,2,42.85714285714285,1.0,3.0,0.0,0.0,5.0,71.42857142857143,2.1213203435596424,0.0,0.0,3,37.0,4.0,3,5,4.0,11.0
Kamran Khan,3,5,1,60.0,1.0,3.0,0.0,0.0,3.0,60.0,0.0,0.0,0.0,3,14.0,5.0,3,5,5.0,36.0
BAW Mendis,3,6,3,50.0,2.0,1.5,0.0,0.0,3.0,50.0,1.0,0.0,0.0,2,9.0,2.0,2,4,2.0,23.0
R Ninan,3,6,1,50.0,1.0,3.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,3,3.0,2.0,3,6,2.0,31.0
RJW Topley,3,6,1,50.0,0.0,inf,0.0,0.0,3.0,50.0,0.0,0.0,0.0,3,5.0,2.0,3,6,2.0,27.0
Mohammad Asif,3,6,2,50.0,2.0,1.5,0.0,0.0,3.0,50.0,2.1213203435596424,0.0,0.0,3,9.0,2.0,3,5,2.0,20.0
N Burger,3,5,1,60.0,0.0,inf,0.0,0.0,2.0,40.0,0.0,0.0,0.0,3,12.0,2.0,3,5,2.0,25.0
M Tiwari,3,4,1,75.0,1.0,3.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,3,0.0,0.0,3,4,0.0,14.0
D Kalyankrishna,3,8,1,37.5,1.0,3.0,0.0,0.0,5.0,62.5,0.0,0.0,0.0,3,2.0,1.0,3,8,1.0,30.0
Younis Khan,3,7,1,42.85714285714285,1.0,3.0,0.0,0.0,4.0,57.14285714285714,0.0,0.0,0.0,3,0.0,0.0,3,7,0.0,0.0
GC Viljoen,3,7,3,42.85714285714285,2.0,1.5,0.0,0.0,5.0,71.42857142857143,1.0,0.0,0.0,2,8.0,3.0,2,3,3.0,39.0
S Tyagi,3,4,1,75.0,0.0,inf,0.0,0.0,1.0,25.0,0.0,0.0,0.0,3,6.0,2.0,3,4,2.0,19.0
JE Taylor,3,4,2,75.0,0.0,inf,0.0,0.0,2.0,50.0,0.7071067811865476,0.0,0.0,2,6.0,3.0,2,2,3.0,31.0
KP Appanna,2,4,3,50.0,1.0,2.0,0.0,0.0,2.0,50.0,0.5773502691896258,0.0,0.0,1,11.0,4.0,1,2,4.0,19.0
Shivam Singh,2,3,1,66.66666666666666,0.0,inf,0.0,0.0,1.0,33.33333333333333,0.0,0.0,0.0,2,0.0,0.0,2,3,0.0,0.0
GHS Garton,2,4,2,50.0,1.0,2.0,0.0,0.0,2.0,50.0,1.4142135623730951,0.0,0.0,2,3.0,1.0,2,3,1.0,27.0
H Das,2,5,1,40.0,1.0,2.0,0.0,0.0,3.0,60.0,0.0,0.0,0.0,2,0.0,0.0,2,5,0.0,0.0
Shoaib Akhtar,2,8,1,25.0,1.0,2.0,0.0,0.0,6.0,75.0,0.0,0.0,0.0,2,5.0,4.0,2,8,4.0,11.0
T Shamsi,2,4,1,50.0,0.0,inf,0.0,0.0,2.0,50.0,0.0,0.0,0.0,2,3.0,1.0,2,4,1.0,23.0
KK Ahmed,2,9,6,22.22222222222222,5.0,0.4,0.0,0.0,7.0,77.77777777777779,0.5163977794943223,0.0,0.0,1,96.0,3.0,1,2,3.0,21.0
S Randiv,2,4,1,50.0,1.0,2.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,2,8.0,2.0,2,4,2.0,24.0
SB Wagh,2,3,2,66.66666666666666,2.0,1.0,0.0,0.0,2.0,66.66666666666666,1.4142135623730951,0.0,0.0,2,5.0,3.0,2,2,3.0,16.0
Mohammad Ashraful,2,12,1,16.666666666666664,1.0,2.0,0.0,0.0,10.0,83.33333333333334,0.0,0.0,0.0,2,0.0,0.0,2,12,0.0,0.0
RJ Gleeson,2,2,1,100.0,0.0,inf,0.0,0.0,1.0,50.0,0.0,0.0,0.0,2,2.0,1.0,2,2,1.0,31.0
BR Sharath,2,5,1,40.0,1.0,2.0,0.0,0.0,3.0,60.0,0.0,0.0,0.0,2,0.0,0.0,2,5,0.0,0.0
RG More,2,2,1,100.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,2,2,1.0,35.0
Mashrafe Mortaza,2,2,1,100.0,0.0,inf,0.0,0.0,1.0,50.0,0.0,0.0,0.0,2,1.0,1.0,2,2,1.0,59.0
RS Gavaskar,2,8,1,25.0,1.0,2.0,0.0,0.0,6.0,75.0,0.0,0.0,0.0,2,0.0,0.0,2,8,0.0,8.0
A Singh,2,10,5,20.0,4.0,0.5,0.0,0.0,8.0,80.0,0.5477225575051661,0.0,0.0,1,31.0,4.0,1,2,4.0,19.0
VS Yeligati,2,2,1,100.0,1.0,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,2,0.0,0.0,2,2,0.0,16.0
BE Hendricks,1,3,2,33.33333333333333,1.0,1.0,0.0,0.0,2.0,66.66666666666666,0.7071067811865476,0.0,0.0,1,11.0,3.0,1,2,3.0,37.0
P Parameswaran,1,3,2,33.33333333333333,0.0,inf,0.0,0.0,2.0,66.66666666666666,0.7071067811865476,0.0,0.0,1,9.0,3.0,1,1,3.0,30.0
PVSN Raju,1,1,1,100.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,1,1,2.0,41.0
PM Sarvesh Kumar,1,2,1,50.0,0.0,inf,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1,1.0,1.0,1,2,1.0,18.0
Mohit Rathee,1,2,1,50.0,0.0,inf,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1,0.0,0.0,1,2,0.0,29.0
Abdul Basith,1,1,1,100.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,0.0
M de Lange,1,2,1,50.0,1.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1,6.0,3.0,1,2,3.0,34.0
NJ Rimmington,1,1,1,100.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,20.0
LB Williams,1,2,1,50.0,0.0,inf,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1,1.0,1.0,1,2,1.0,40.0
LE Plunkett,1,3,2,33.33333333333333,1.0,1.0,0.0,0.0,2.0,66.66666666666666,0.7071067811865476,0.0,0.0,1,4.0,3.0,1,2,3.0,19.0
SE Bond,1,2,1,50.0,1.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1,9.0,2.0,1,2,2.0,24.0
SZ Mulani,1,1,1,100.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1,1,0.0,24.0
KA Maharaj,1,2,1,50.0,1.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1,2.0,2.0,1,2,2.0,23.0
MJ Suthar,1,2,1,50.0,1.0,1.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,1,0.0,0.0,1,2,0.0,26.0
MS Bhandage,1,4,1,25.0,1.0,1.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,1,0.0,0.0,1,4,0.0,0.0
DP Vijaykumar,1,1,1,100.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1.0,1,1,1.0,18.0
DS Rathi,1,4,1,25.0,1.0,1.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,1,17.0,2.0,1,4,2.0,30.0
Shoaib Ahmed,1,6,3,16.666666666666664,2.0,0.5,0.0,0.0,5.0,83.33333333333334,0.5773502691896258,0.0,0.0,1,5.0,2.0,1,2,2.0,22.0
DJ Muthuswami,1,3,1,33.33333333333333,1.0,1.0,0.0,0.0,2.0,66.66666666666666,0.0,0.0,0.0,1,4.0,2.0,1,3,2.0,18.0
HF Gurney,1,5,1,20.0,0.0,inf,0.0,0.0,4.0,80.0,0.0,0.0,0.0,1,7.0,2.0,1,5,2.0,25.0
MJ Owen,0,2,1,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0.0
Abdur Razzak,0,2,1,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,29.0
S Ladda,0,10,2,0.0,2.0,0.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,0,5.0,2.0,0,9,2.0,45.0
Mayank Dagar,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,2.0,1.0,0,1,1.0,25.0
C Nanda,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,2.0,1.0,0,1,1.0,4.0
ND Doshi,0,13,1,0.0,1.0,0.0,0.0,0.0,13.0,100.0,0.0,0.0,0.0,0,2.0,1.0,0,13,1.0,15.0
Musheer Khan,0,3,1,0.0,1.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0,1.0,1.0,0,3,1.0,27.0
Ashok Sharma,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,4.0,2.0,0,1,2.0,36.0
R Sanjay Yadav,0,2,1,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,23.0
RR Bhatkal,0,2,1,0.0,2.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,35.0
RP Meredith,0,3,2,0.0,1.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0,21.0,3.0,0,1,3.0,27.0
L Ablish,0,2,1,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,5.0,3.0,0,2,3.0,18.0
S Lamichhane,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,14.0,3.0,0,1,3.0,36.0
S Kaushik,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,6.0,3.0,0,1,3.0,20.0
K Yadav,0,4,1,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0,2.0,1.0,0,4,1.0,18.0
KM Asif,0,2,1,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,7.0,2.0,0,2,2.0,42.0
LG Pretorius,0,2,1,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,2,0.0,0.0
KR Sen,0,3,1,0.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0,14.0,4.0,0,3,4.0,20.0
KS Rathore,0,5,1,0.0,1.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,5,0.0,0.0
JL Denly,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0
SS Cottrell,0,2,1,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,6.0,2.0,0,2,2.0,17.0
IC Pandey,0,2,1,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0,19.0,2.0,0,2,2.0,22.0
Sunny Gupta,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0.0,47.0
YA Abdulla,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,15.0,4.0,0,1,4.0,31.0
Y Prithvi Raj,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,1.0,1.0,0,1,1.0,29.0
U Kaul,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,1,0.0,0.0
V Pratap Singh,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0,12.0,3.0,0,1,3.0,31.0
